chrom	pos	strand	cil1	ml1	ciu1	pval1	fdr1	cil2	ml2	ciu2	pval2	fdr2	overshoot	5hmC	cil_diff	ml_diff	ciu_diff	pval_diff	fdr_diff	est_mindiff
chrM	2825	-	0.003129	0.005105	0.007138	0.000001	0.000002	0.016053	0.019591	0.023303	0.000000	0.000000	0	3	-0.017989	-0.014486	-0.010982	0.000000	0.000000	-0.010982
chrM	2843	+	0.012742	0.016747	0.021051	0.000000	0.000000	0.048668	0.055933	0.063637	0.000000	0.000000	0	3	-0.046443	-0.039186	-0.031928	0.000000	0.000000	-0.031928
chrM	2844	-	-0.000587	0.003501	0.007584	0.093336	0.122850	0.016198	0.021491	0.026785	0.000000	0.000000	0	2	-0.024459	-0.017991	-0.011522	0.000000	0.000000	-0.011522
chrM	2877	+	0.014668	0.018155	0.021886	0.000000	0.000000	0.044613	0.050472	0.056716	0.000000	0.000000	0	3	-0.038511	-0.032317	-0.026123	0.000000	0.000000	-0.026123
chrM	2878	-	0.004726	0.006398	0.008084	0.000000	0.000000	0.019171	0.021912	0.024695	0.000000	0.000000	0	3	-0.018382	-0.015514	-0.012646	0.000000	0.000000	-0.012646
chrM	2915	+	0.007306	0.009611	0.012055	0.000000	0.000000	0.022611	0.026544	0.030709	0.000000	0.000000	0	3	-0.021024	-0.016932	-0.012841	0.000000	0.000000	-0.012841
chrM	2916	-	0.002523	0.003464	0.004423	0.000000	0.000000	0.009677	0.011144	0.012658	0.000000	0.000000	0	3	-0.009281	-0.007680	-0.006079	0.000000	0.000000	-0.006079
chrM	2942	+	0.005806	0.007344	0.009001	0.000000	0.000000	0.017843	0.020724	0.023800	0.000000	0.000000	0	3	-0.016192	-0.013379	-0.010567	0.000000	0.000000	-0.010567
chrM	2943	-	0.004654	0.005618	0.006624	0.000000	0.000000	0.015403	0.017199	0.019067	0.000000	0.000000	0	3	-0.013315	-0.011581	-0.009847	0.000000	0.000000	-0.009847
chrM	2982	+	0.005372	0.006646	0.008002	0.000000	0.000000	0.016884	0.019262	0.021779	0.000000	0.000000	0	3	-0.014931	-0.012616	-0.010301	0.000000	0.000000	-0.010301
chrM	2983	-	0.002825	0.003768	0.004759	0.000000	0.000000	0.011709	0.013480	0.015339	0.000000	0.000000	0	3	-0.011418	-0.009713	-0.008007	0.000000	0.000000	-0.008007
chrM	2988	+	0.006757	0.009803	0.012869	0.000000	0.000000	0.029786	0.034185	0.038639	0.000000	0.000000	0	3	-0.029410	-0.024382	-0.019354	0.000000	0.000000	-0.019354
chrM	2989	-	0.005556	0.007065	0.008611	0.000000	0.000000	0.018564	0.020975	0.023455	0.000000	0.000000	0	3	-0.016499	-0.013910	-0.011320	0.000000	0.000000	-0.011320
chrM	3009	+	0.007944	0.009810	0.011733	0.000000	0.000000	0.024814	0.027953	0.031224	0.000000	0.000000	0	3	-0.021403	-0.018143	-0.014883	0.000000	0.000000	-0.014883
chrM	3010	-	0.009014	0.011177	0.013397	0.000000	0.000000	0.033123	0.036741	0.040465	0.000000	0.000000	0	3	-0.029326	-0.025564	-0.021803	0.000000	0.000000	-0.021803
chrM	3021	+	0.010957	0.012521	0.014169	0.000000	0.000000	0.034014	0.037124	0.040388	0.000000	0.000000	0	3	-0.027470	-0.024603	-0.021736	0.000000	0.000000	-0.021736
chrM	3022	-	0.006999	0.008707	0.010498	0.000000	0.000000	0.017925	0.020869	0.023928	0.000000	0.000000	0	3	-0.015182	-0.012162	-0.009141	0.000000	0.000000	-0.009141
chrM	3035	+	0.008864	0.010250	0.011716	0.000000	0.000000	0.029334	0.032234	0.035278	0.000000	0.000000	0	3	-0.024555	-0.021985	-0.019414	0.000000	0.000000	-0.019414
chrM	3036	-	0.006876	0.008277	0.009790	0.000000	0.000000	0.020201	0.022807	0.025568	0.000000	0.000000	0	3	-0.017089	-0.014530	-0.011971	0.000000	0.000000	-0.011971
chrM	3046	+	0.008137	0.009414	0.010773	0.000000	0.000000	0.022258	0.024765	0.027414	0.000000	0.000000	0	3	-0.017697	-0.015351	-0.013005	0.000000	0.000000	-0.013005
chrM	3047	-	0.004964	0.006814	0.008726	0.000000	0.000000	0.019955	0.022811	0.025813	0.000000	0.000000	0	3	-0.019160	-0.015997	-0.012835	0.000000	0.000000	-0.012835
chrM	3060	+	0.002098	0.003243	0.004420	0.000000	0.000000	0.010374	0.012373	0.014473	0.000000	0.000000	0	3	-0.011149	-0.009131	-0.007112	0.000000	0.000000	-0.007112
chrM	3061	-	0.001749	0.004338	0.006950	0.001063	0.001809	0.009596	0.013142	0.016726	0.000000	0.000000	0	3	-0.013002	-0.008804	-0.004606	0.000091	0.000207	-0.004606
chrM	3078	+	0.023010	0.027383	0.031968	0.000000	0.000000	0.064762	0.072115	0.079819	0.000000	0.000000	0	3	-0.052426	-0.044732	-0.037038	0.000000	0.000000	-0.037038
chrM	3079	-	0.004737	0.006329	0.008070	0.000000	0.000000	0.013448	0.016176	0.019122	0.000000	0.000000	0	3	-0.012717	-0.009848	-0.006979	0.000000	0.000000	-0.006979
chrM	3093	+	0.009139	0.013359	0.017676	0.000000	0.000000	0.040099	0.046336	0.052867	0.000000	0.000000	0	3	-0.040067	-0.032977	-0.025887	0.000000	0.000000	-0.025887
chrM	3094	-	0.006058	0.007870	0.009856	0.000000	0.000000	0.017159	0.020280	0.023648	0.000000	0.000000	0	3	-0.015682	-0.012410	-0.009137	0.000000	0.000000	-0.009137
chrM	3126	+	0.001530	0.004782	0.008074	0.004031	0.006443	0.012913	0.017500	0.022220	0.000000	0.000000	0	3	-0.018063	-0.012718	-0.007372	0.000010	0.000025	-0.007372
chrM	3127	-	0.005676	0.008749	0.011826	0.000000	0.000000	0.003062	0.006780	0.010503	0.000365	0.000566	0	3	-0.002770	0.001969	0.006708	0.423781	0.510230	0.000000
chrM	3162	+	0.008940	0.010582	0.012369	0.000000	0.000000	0.027648	0.031110	0.034796	0.000000	0.000000	0	3	-0.023618	-0.020528	-0.017438	0.000000	0.000000	-0.017438
chrM	3163	-	0.002162	0.003531	0.004922	0.000001	0.000001	0.005542	0.007640	0.009795	0.000000	0.000000	0	3	-0.006422	-0.004110	-0.001797	0.001349	0.002652	-0.001797
chrM	3172	+	0.002554	0.003842	0.005217	0.000000	0.000000	0.012851	0.015352	0.018072	0.000000	0.000000	0	3	-0.013879	-0.011510	-0.009141	0.000000	0.000000	-0.009141
chrM	3173	-	-0.000075	0.001382	0.002842	0.063094	0.085407	0.004223	0.006142	0.008078	0.000000	0.000000	0	2	-0.007084	-0.004759	-0.002435	0.000109	0.000247	-0.002435
chrM	3248	-	0.003125	0.004128	0.005178	0.000000	0.000000	0.006738	0.008233	0.009812	0.000000	0.000000	0	3	-0.005810	-0.004105	-0.002399	0.000009	0.000024	-0.002399
chrM	3255	-	0.004555	0.005770	0.007031	0.000000	0.000000	0.010523	0.012384	0.014329	0.000000	0.000000	0	3	-0.008688	-0.006615	-0.004541	0.000000	0.000000	-0.004541
chrM	3352	-	0.002227	0.003081	0.003943	0.000000	0.000000	0.005478	0.006690	0.007916	0.000000	0.000000	0	3	-0.005011	-0.003609	-0.002206	0.000002	0.000005	-0.002206
chrM	3375	+	0.062684	0.107470	0.157202	0.000076	0.000144	0.128197	0.183492	0.241865	0.000000	0.000001	0	3	-0.148144	-0.076022	-0.003901	0.043034	0.066756	-0.003901
chrM	3376	-	0.001653	0.002660	0.003673	0.000000	0.000001	0.004401	0.005724	0.007056	0.000000	0.000000	0	3	-0.004671	-0.003064	-0.001457	0.000312	0.000663	-0.001457
chrM	3379	+	0.076943	0.114678	0.161408	0.000007	0.000014	0.133721	0.184840	0.240479	0.000000	0.000000	0	3	-0.136176	-0.070162	-0.004149	0.044905	0.069016	-0.004149
chrM	3380	-	0.002905	0.003669	0.004446	0.000000	0.000000	0.006217	0.007302	0.008409	0.000000	0.000000	0	3	-0.004892	-0.003633	-0.002373	0.000000	0.000000	-0.002373
chrM	3406	+	0.028882	0.051140	0.078068	0.000177	0.000324	0.061633	0.087300	0.118538	0.000002	0.000004	0	3	-0.073181	-0.036161	0.000860	0.057008	0.084247	0.000000
chrM	3407	-	0.000476	0.001167	0.001863	0.000927	0.001585	0.001839	0.002728	0.003631	0.000000	0.000000	0	3	-0.002657	-0.001561	-0.000466	0.006709	0.011990	-0.000466
chrM	3420	+	0.006345	0.026219	0.048017	0.016454	0.024497	0.023759	0.047693	0.073794	0.001160	0.001745	0	3	-0.052922	-0.021474	0.009974	0.181348	0.243176	0.000000
chrM	3421	-	-0.000808	-0.000002	0.000807	0.996511	0.997510	-0.001493	-0.000533	0.000421	0.273730	0.326582	0	0	-0.000703	0.000530	0.001764	0.405233	0.492245	0.000000
chrM	3435	+	0.022696	0.059590	0.096297	0.001776	0.002927	-0.037953	0.001155	0.039189	0.953062	0.963883	0	1	0.005261	0.058435	0.111608	0.030677	0.049112	0.005261
chrM	3436	-	-0.001317	-0.000110	0.001100	0.858576	0.884245	-0.002552	-0.000998	0.000549	0.206156	0.252463	0	0	-0.001017	0.000888	0.002794	0.375263	0.461116	0.000000
chrM	3453	+	0.115333	0.159500	0.203085	0.000000	0.000000	0.022572	0.073228	0.123269	0.004839	0.006966	0	3	0.020103	0.086272	0.152441	0.011276	0.019389	0.020103
chrM	3454	-	0.001339	0.002320	0.003311	0.000003	0.000007	0.003067	0.004330	0.005609	0.000000	0.000000	0	3	-0.003567	-0.002010	-0.000453	0.014092	0.023821	-0.000453
chrM	3459	+	0.061072	0.085254	0.109555	0.000000	0.000000	-0.019122	0.012502	0.044269	0.438923	0.495283	0	1	0.034240	0.072752	0.111265	0.000357	0.000751	0.034240
chrM	3460	-	-0.002322	0.000444	0.003213	0.752933	0.795117	-0.006444	-0.003129	0.000184	0.064165	0.084677	0	0	-0.000676	0.003572	0.007820	0.104744	0.147171	0.000000
chrM	3495	+	0.048726	0.062319	0.076164	0.000000	0.000000	-0.027324	-0.009364	0.008744	0.310301	0.364267	0	1	0.049849	0.071683	0.093516	0.000000	0.000000	0.049849
chrM	3496	-	0.001140	0.001762	0.002394	0.000000	0.000000	0.003470	0.004355	0.005265	0.000000	0.000000	0	3	-0.003621	-0.002593	-0.001566	0.000003	0.000007	-0.001566
chrM	3525	+	0.027701	0.039859	0.052302	0.000000	0.000000	-0.041524	-0.025107	-0.008504	0.003309	0.004819	2	1	0.045244	0.064967	0.084689	0.000000	0.000000	0.045244
chrM	3526	-	-0.000557	0.001291	0.003140	0.170904	0.214219	0.003380	0.005726	0.008074	0.000002	0.000003	0	2	-0.007339	-0.004435	-0.001531	0.003611	0.006744	-0.001531
chrM	3530	+	0.023334	0.035680	0.048310	0.000000	0.000000	-0.046312	-0.029739	-0.012977	0.000591	0.000906	2	1	0.045436	0.065419	0.085402	0.000000	0.000000	0.045436
chrM	3531	-	0.000478	0.001611	0.002748	0.005327	0.008433	0.002604	0.004174	0.005750	0.000000	0.000000	0	3	-0.004404	-0.002564	-0.000723	0.009555	0.016630	-0.000723
chrM	3549	+	0.003120	0.014698	0.026619	0.011826	0.018064	-0.058972	-0.043180	-0.027121	0.000000	0.000001	2	1	0.038976	0.057878	0.076780	0.000000	0.000000	0.038976
chrM	3550	-	0.001809	0.002835	0.003869	0.000000	0.000000	0.004507	0.005915	0.007335	0.000000	0.000000	0	3	-0.004744	-0.003080	-0.001415	0.000545	0.001127	-0.001415
chrM	3642	+	0.148620	0.164850	0.181555	0.000000	0.000000	0.305574	0.325642	0.345915	0.000000	0.000000	0	3	-0.186296	-0.160792	-0.135287	0.000000	0.000000	-0.135287
chrM	3643	-	0.002306	0.003421	0.004548	0.000000	0.000000	0.007757	0.009364	0.010996	0.000000	0.000000	0	3	-0.007785	-0.005942	-0.004100	0.000000	0.000000	-0.004100
chrM	3687	+	0.063542	0.075778	0.088542	0.000000	0.000000	0.170193	0.188560	0.207429	0.000000	0.000000	0	3	-0.133521	-0.112782	-0.092042	0.000000	0.000000	-0.092042
chrM	3688	-	-0.002979	-0.000607	0.001764	0.615698	0.672957	-0.002043	0.000926	0.003889	0.540348	0.589954	0	0	-0.005238	-0.001534	0.002170	0.428484	0.514489	0.000000
chrM	3696	+	0.016716	0.031160	0.045672	0.000030	0.000060	0.042940	0.060975	0.079166	0.000000	0.000000	0	3	-0.052410	-0.029815	-0.007220	0.011550	0.019791	-0.007220
chrM	3697	-	0.003181	0.004221	0.005277	0.000000	0.000000	0.007041	0.008524	0.010037	0.000000	0.000000	0	3	-0.006019	-0.004303	-0.002586	0.000003	0.000009	-0.002586
chrM	3699	+	0.019151	0.030038	0.041085	0.000000	0.000000	0.040240	0.053546	0.067194	0.000000	0.000000	0	3	-0.040501	-0.023508	-0.006516	0.007669	0.013609	-0.006516
chrM	3700	-	0.001564	0.002651	0.003748	0.000002	0.000004	0.005589	0.007143	0.008719	0.000000	0.000000	0	3	-0.006282	-0.004492	-0.002701	0.000004	0.000010	-0.002701
chrM	3706	+	0.013927	0.021262	0.028948	0.000000	0.000000	0.053902	0.064536	0.075941	0.000000	0.000000	0	3	-0.055667	-0.043274	-0.030881	0.000000	0.000000	-0.030881
chrM	3707	-	0.002079	0.003043	0.004020	0.000000	0.000000	0.007631	0.009004	0.010416	0.000000	0.000000	0	3	-0.007552	-0.005961	-0.004370	0.000000	0.000000	-0.004370
chrM	3889	+	0.002743	0.004245	0.005880	0.000000	0.000000	0.007790	0.010343	0.013188	0.000000	0.000000	0	3	-0.008803	-0.006098	-0.003392	0.000062	0.000144	-0.003392
chrM	3890	-	-0.002082	-0.000505	0.001071	0.529873	0.592107	0.000431	0.002445	0.004458	0.017522	0.024278	0	2	-0.005432	-0.002950	-0.000468	0.023746	0.038953	-0.000468
chrM	3900	+	0.002056	0.003384	0.004851	0.000001	0.000003	0.006865	0.009251	0.011941	0.000000	0.000000	0	3	-0.008309	-0.005867	-0.003425	0.000029	0.000069	-0.003425
chrM	3901	-	-0.000515	0.000913	0.002344	0.210006	0.257419	-0.000215	0.001555	0.003324	0.085238	0.110159	0	0	-0.002866	-0.000642	0.001581	0.579975	0.656911	0.000000
chrM	3909	+	0.002670	0.005288	0.007966	0.000083	0.000156	0.012784	0.016848	0.021108	0.000000	0.000000	0	3	-0.016022	-0.011560	-0.007098	0.000003	0.000007	-0.007098
chrM	3910	-	-0.003860	-0.001904	0.000052	0.056506	0.077541	-0.001656	0.000781	0.003216	0.529759	0.582210	0	0	-0.005736	-0.002686	0.000365	0.092125	0.130729	0.000000
chrM	3922	-	0.001093	0.001642	0.002208	0.000000	0.000000	0.005634	0.006575	0.007570	0.000000	0.000000	0	3	-0.005898	-0.004934	-0.003969	0.000000	0.000000	-0.003969
chrM	3946	-	0.001679	0.002359	0.003060	0.000000	0.000000	0.005398	0.006519	0.007687	0.000000	0.000000	0	3	-0.005342	-0.004160	-0.002979	0.000000	0.000000	-0.002979
chrM	3952	-	0.000131	0.000771	0.001422	0.018339	0.027022	0.001144	0.002095	0.003069	0.000020	0.000032	0	3	-0.002395	-0.001324	-0.000253	0.024172	0.039587	-0.000253
chrM	3955	-	0.000683	0.001431	0.002193	0.000180	0.000330	0.001706	0.002772	0.003862	0.000000	0.000001	0	3	-0.002576	-0.001341	-0.000106	0.044583	0.068627	-0.000106
chrM	3967	-	-0.001404	-0.000116	0.001175	0.860454	0.885267	-0.001226	0.000413	0.002050	0.620108	0.664687	0	0	-0.002553	-0.000529	0.001496	0.618274	0.683247	0.000000
chrM	3985	-	0.001274	0.002124	0.003002	0.000001	0.000003	0.005578	0.006913	0.008327	0.000000	0.000000	0	3	-0.006249	-0.004789	-0.003328	0.000000	0.000000	-0.003328
chrM	4050	+	-0.150106	-0.084665	-0.016023	0.018568	0.027318	-0.194093	-0.115856	-0.033527	0.007378	0.010484	3	0	-0.071576	0.031191	0.133958	0.558479	0.637624	0.000000
chrM	4051	-	0.004347	0.006271	0.008307	0.000000	0.000000	0.010023	0.012768	0.015713	0.000000	0.000000	0	3	-0.009740	-0.006497	-0.003253	0.000181	0.000396	-0.003253
chrM	4126	+	-0.057130	-0.015675	0.029467	0.482007	0.542344	-0.142765	-0.083617	-0.023037	0.009500	0.013385	2	0	-0.001710	0.067941	0.137593	0.068756	0.099836	0.000000
chrM	4127	-	0.008009	0.012917	0.018184	0.000004	0.000009	0.032274	0.040492	0.049453	0.000000	0.000000	0	3	-0.036298	-0.027574	-0.018851	0.000000	0.000000	-0.018851
chrM	4141	+	-0.059435	-0.013268	0.037046	0.589947	0.647646	-0.169738	-0.104979	-0.039026	0.003315	0.004821	2	0	0.014721	0.091712	0.168702	0.025475	0.041448	0.014721
chrM	4142	-	-0.000441	0.006413	0.013192	0.069825	0.093883	0.008355	0.016568	0.024849	0.000331	0.000514	0	2	-0.020593	-0.010155	0.000282	0.060061	0.088237	0.000000
chrM	4148	-	-0.001700	0.008817	0.019200	0.101503	0.132377	0.012071	0.025598	0.038873	0.000382	0.000590	0	2	-0.033226	-0.016781	-0.000335	0.053142	0.079593	-0.000335
chrM	4153	-	-0.005272	0.005984	0.017153	0.296558	0.354380	-0.003530	0.010760	0.024705	0.140793	0.177144	0	0	-0.022314	-0.004776	0.012762	0.603135	0.674629	0.000000
chrM	4346	-	0.005132	0.006553	0.008018	0.000000	0.000000	0.013068	0.015143	0.017291	0.000000	0.000000	0	3	-0.010972	-0.008590	-0.006209	0.000000	0.000000	-0.006209
chrM	4376	-	0.004136	0.005911	0.007715	0.000000	0.000000	0.009793	0.012382	0.015002	0.000000	0.000000	0	3	-0.009420	-0.006471	-0.003523	0.000058	0.000136	-0.003523
chrM	4427	-	0.001863	0.002496	0.003156	0.000000	0.000000	0.005934	0.007042	0.008200	0.000000	0.000000	0	3	-0.005669	-0.004546	-0.003424	0.000000	0.000000	-0.003424
chrM	4440	-	0.002690	0.003624	0.004577	0.000000	0.000000	0.010617	0.012111	0.013648	0.000000	0.000000	0	3	-0.010088	-0.008487	-0.006886	0.000000	0.000000	-0.006886
chrM	4464	-	0.001157	0.002215	0.003284	0.000041	0.000079	0.002474	0.003875	0.005288	0.000000	0.000000	0	3	-0.003355	-0.001659	0.000036	0.064622	0.094244	0.000000
chrM	4491	-	0.005825	0.007790	0.009789	0.000000	0.000000	0.013363	0.016232	0.019147	0.000000	0.000000	0	3	-0.011710	-0.008442	-0.005175	0.000002	0.000006	-0.005175
chrM	4532	-	0.006557	0.008575	0.010662	0.000000	0.000000	0.012816	0.015599	0.018492	0.000000	0.000000	0	3	-0.010347	-0.007024	-0.003702	0.000072	0.000168	-0.003702
chrM	4541	-	0.004795	0.006510	0.008296	0.000000	0.000000	0.012054	0.014829	0.017707	0.000000	0.000000	0	3	-0.011292	-0.008319	-0.005347	0.000001	0.000002	-0.005347
chrM	4621	-	0.000735	0.002550	0.004405	0.006477	0.010174	0.004558	0.007130	0.009818	0.000000	0.000001	0	3	-0.007580	-0.004580	-0.001580	0.004577	0.008389	-0.001580
chrM	4655	-	-0.002679	0.000321	0.003317	0.833643	0.865324	-0.004061	-0.000168	0.003694	0.932231	0.949337	0	0	-0.004250	0.000489	0.005227	0.844752	0.886457	0.000000
chrM	4665	-	-0.000397	0.001450	0.003305	0.124041	0.159072	0.003558	0.006135	0.008747	0.000005	0.000008	0	2	-0.007695	-0.004685	-0.001675	0.003822	0.007097	-0.001675
chrM	4712	+	-0.035968	0.027041	0.090513	0.400843	0.462404	-0.152112	-0.076734	0.000475	0.052642	0.070685	0	0	0.006391	0.103776	0.201161	0.041097	0.064210	0.006391
chrM	4713	-	0.000483	0.001913	0.003351	0.008807	0.013641	0.003233	0.005106	0.006991	0.000000	0.000000	0	3	-0.005471	-0.003193	-0.000914	0.008023	0.014161	-0.000914
chrM	4847	+	0.029250	0.042271	0.055583	0.000000	0.000000	0.031079	0.050818	0.070711	0.000001	0.000001	0	3	-0.030463	-0.008547	0.013369	0.480567	0.565090	0.000000
chrM	4848	-	0.000155	0.001650	0.003151	0.030592	0.043785	0.004368	0.006410	0.008462	0.000000	0.000000	0	3	-0.007177	-0.004760	-0.002343	0.000233	0.000502	-0.002343
chrM	4919	+	0.034480	0.047028	0.059642	0.000000	0.000000	0.034328	0.051483	0.068628	0.000000	0.000000	0	3	-0.024738	-0.004454	0.015830	0.681351	0.738253	0.000000
chrM	4920	-	0.000631	0.001858	0.003091	0.002987	0.004837	0.002436	0.004085	0.005739	0.000001	0.000003	0	3	-0.004199	-0.002227	-0.000255	0.033924	0.053965	-0.000255
chrM	4996	-	0.001585	0.002718	0.003863	0.000002	0.000005	0.006101	0.007603	0.009125	0.000000	0.000000	0	3	-0.006704	-0.004885	-0.003067	0.000000	0.000001	-0.003067
chrM	5054	-	0.000304	0.000824	0.001355	0.001888	0.003108	-0.000078	0.000607	0.001295	0.083080	0.107788	0	1	-0.000616	0.000217	0.001050	0.621188	0.684952	0.000000
chrM	5112	-	-0.001341	-0.000107	0.001131	0.865656	0.886965	-0.000158	0.001383	0.002924	0.079150	0.103091	0	0	-0.003417	-0.001490	0.000436	0.138891	0.190593	0.000000
chrM	5146	+	0.048453	0.139035	0.225399	0.003337	0.005377	0.009210	0.105892	0.195487	0.035094	0.047570	0	3	-0.095248	0.033142	0.161532	0.613064	0.679745	0.000000
chrM	5147	-	-0.003152	0.000015	0.003189	0.992231	0.994221	-0.002003	0.001850	0.005686	0.346177	0.401662	0	0	-0.006725	-0.001834	0.003056	0.470506	0.557413	0.000000
chrM	5164	-	-0.000363	0.003156	0.006682	0.078801	0.105384	0.001780	0.006217	0.010634	0.006275	0.008968	0	2	-0.008572	-0.003061	0.002450	0.288997	0.366137	0.000000
chrM	5237	-	-0.001219	0.000786	0.002798	0.442385	0.505134	0.000376	0.002799	0.005221	0.023840	0.032805	0	2	-0.005104	-0.002013	0.001079	0.209862	0.276221	0.000000
chrM	5244	-	0.001992	0.002980	0.003994	0.000000	0.000000	0.004673	0.005990	0.007358	0.000000	0.000000	0	3	-0.004613	-0.003010	-0.001407	0.000375	0.000786	-0.001407
chrM	5270	+	-0.068929	-0.018348	0.034200	0.489296	0.549221	-0.037746	0.025451	0.090602	0.432326	0.489121	0	0	-0.124127	-0.043799	0.036529	0.295775	0.373552	0.000000
chrM	5271	-	0.003810	0.004643	0.005535	0.000000	0.000000	0.008839	0.010312	0.011870	0.000000	0.000000	0	3	-0.007166	-0.005668	-0.004171	0.000000	0.000000	-0.004171
chrM	5352	+	-0.009610	-0.005137	-0.000541	0.030436	0.043623	-0.029708	-0.022550	-0.015464	0.000000	0.000000	3	0	0.009770	0.017412	0.025054	0.000047	0.000111	0.009770
chrM	5353	-	-0.003365	-0.001908	-0.000450	0.010449	0.016012	-0.001311	0.000615	0.002539	0.530986	0.582278	1	0	-0.004847	-0.002523	-0.000199	0.040573	0.063531	-0.000199
chrM	5399	+	-0.000845	0.011280	0.023625	0.067392	0.090734	-0.048479	-0.032388	-0.016195	0.000108	0.000172	2	0	0.024174	0.043668	0.063161	0.000024	0.000059	0.024174
chrM	5400	-	0.000886	0.001599	0.002324	0.000011	0.000022	0.002388	0.003357	0.004347	0.000000	0.000000	0	3	-0.002916	-0.001758	-0.000600	0.004370	0.008040	-0.000600
chrM	5459	+	0.055880	0.083591	0.111284	0.000000	0.000000	-0.015948	0.019120	0.054253	0.285370	0.338178	0	1	0.020974	0.064471	0.107967	0.004744	0.008648	0.020974
chrM	5460	-	-0.000355	0.001356	0.003074	0.120367	0.155358	0.000509	0.002649	0.004789	0.015484	0.021543	0	2	-0.003968	-0.001293	0.001382	0.355223	0.440282	0.000000
chrM	5470	+	0.035219	0.066516	0.097693	0.000032	0.000063	-0.050298	-0.011433	0.027380	0.564007	0.614442	0	1	0.029259	0.077949	0.126638	0.002178	0.004184	0.029259
chrM	5471	-	-0.001553	0.000368	0.002293	0.707362	0.751579	-0.001208	0.001211	0.003624	0.326133	0.380615	0	0	-0.003851	-0.000843	0.002164	0.592391	0.665188	0.000000
chrM	5622	+	0.087586	0.128841	0.176599	0.000000	0.000001	0.280016	0.340450	0.400939	0.000000	0.000000	0	3	-0.282940	-0.211609	-0.140278	0.000000	0.000001	-0.140278
chrM	5623	-	0.010034	0.012992	0.016046	0.000000	0.000000	0.025141	0.029611	0.034194	0.000000	0.000000	0	3	-0.021623	-0.016620	-0.011616	0.000000	0.000000	-0.011616
chrM	5737	+	0.013480	0.020179	0.027859	0.000000	0.000000	0.037469	0.049437	0.063080	0.000000	0.000000	0	3	-0.041760	-0.029258	-0.016756	0.000040	0.000096	-0.016756
chrM	5738	-	-0.003817	0.003031	0.009899	0.385897	0.447229	-0.009211	-0.001195	0.006819	0.770128	0.805610	0	0	-0.006195	0.004225	0.014646	0.432228	0.517741	0.000000
chrM	5740	+	0.006831	0.014603	0.022806	0.000354	0.000635	0.032806	0.045290	0.058800	0.000000	0.000000	0	3	-0.044248	-0.030686	-0.017125	0.000052	0.000124	-0.017125
chrM	5741	-	0.001112	0.006565	0.012040	0.018160	0.026798	0.001797	0.008029	0.014270	0.011609	0.016266	0	3	-0.009682	-0.001464	0.006754	0.729240	0.779990	0.000000
chrM	5743	+	0.006718	0.012825	0.019316	0.000060	0.000116	0.031231	0.041304	0.052273	0.000000	0.000000	0	3	-0.039257	-0.028479	-0.017700	0.000003	0.000007	-0.017700
chrM	5744	-	0.004615	0.007083	0.009598	0.000000	0.000000	0.009832	0.013140	0.016515	0.000000	0.000000	0	3	-0.010049	-0.006057	-0.002065	0.004240	0.007829	-0.002065
chrM	5755	+	0.000815	0.007381	0.014056	0.027981	0.040278	0.011063	0.020014	0.029263	0.000018	0.000029	0	3	-0.023312	-0.012633	-0.001953	0.026338	0.042645	-0.001953
chrM	5756	-	0.002381	0.003475	0.004657	0.000000	0.000000	0.007934	0.009738	0.011704	0.000000	0.000000	0	3	-0.008208	-0.006263	-0.004317	0.000000	0.000000	-0.004317
chrM	5767	+	0.010557	0.015362	0.020462	0.000000	0.000000	0.024547	0.032009	0.039994	0.000000	0.000000	0	3	-0.024969	-0.016647	-0.008325	0.000279	0.000596	-0.008325
chrM	5768	-	0.003397	0.004701	0.006095	0.000000	0.000000	0.009469	0.011464	0.013626	0.000000	0.000000	0	3	-0.009023	-0.006763	-0.004503	0.000000	0.000000	-0.004503
chrM	5790	+	0.016771	0.021038	0.025689	0.000000	0.000000	0.052730	0.060879	0.069620	0.000000	0.000000	0	3	-0.047720	-0.039841	-0.031962	0.000000	0.000000	-0.031962
chrM	5791	-	0.010792	0.012586	0.014499	0.000000	0.000000	0.030430	0.033672	0.037097	0.000000	0.000000	0	3	-0.024325	-0.021086	-0.017848	0.000000	0.000000	-0.017848
chrM	5820	+	0.015377	0.021039	0.026829	0.000000	0.000000	0.041339	0.050226	0.059313	0.000000	0.000000	0	3	-0.038839	-0.029187	-0.019535	0.000000	0.000000	-0.019535
chrM	5821	-	0.007557	0.009399	0.011308	0.000000	0.000000	0.021374	0.024231	0.027212	0.000000	0.000000	0	3	-0.017986	-0.014832	-0.011678	0.000000	0.000000	-0.011678
chrM	5909	+	0.021755	0.026946	0.032523	0.000000	0.000000	0.051431	0.059750	0.068618	0.000000	0.000000	0	3	-0.041921	-0.032804	-0.023686	0.000000	0.000000	-0.023686
chrM	5910	-	0.002115	0.002830	0.003556	0.000000	0.000000	0.007989	0.009176	0.010392	0.000000	0.000000	0	3	-0.007581	-0.006346	-0.005110	0.000000	0.000000	-0.005110
chrM	5912	+	0.019413	0.024159	0.029386	0.000000	0.000000	0.052127	0.060614	0.069751	0.000000	0.000000	0	3	-0.045127	-0.036455	-0.027784	0.000000	0.000000	-0.027784
chrM	5913	-	0.002205	0.002891	0.003591	0.000000	0.000000	0.007368	0.008552	0.009766	0.000000	0.000000	0	3	-0.006861	-0.005661	-0.004461	0.000000	0.000000	-0.004461
